PersoonID	Naam	Voornamen	Tussenvoegsels	Achternaam	LP_PersoonURL	LP_PersoonArchiefURL	ArchiefURLStatusCheck-17122019		Geboortedatum	Geboorteplaats	Sterfdatum	Sterfplaats
446692	Helge Bonset	Helge	 	Bonset	https://www.literatuurplein.nl/detail/persoon/helge-bonset/446692	http://web.archive.org/web/20191129133632/https://www.literatuurplein.nl/detail/persoon/helge-bonset/446692	200	Klik				
446726	Sarah Vanhee	Sarah		Vanhee	https://www.literatuurplein.nl/persdetail?persId=446726	http://web.archive.org/web/20191205204227/https://www.literatuurplein.nl/persdetail?persId=446726	200	Klik	1980			
446952	Ellen Sinot	Ellen		Sinot	https://www.literatuurplein.nl/persdetail?persId=446952	http://web.archive.org/web/20191205204243/https://www.literatuurplein.nl/persdetail?persId=446952	200	Klik	1993			
447095	Bryan Lee O'Malley	Bryan Lee		O'Malley	https://www.literatuurplein.nl/persdetail?persId=447095	http://web.archive.org/web/20191205204300/https://www.literatuurplein.nl/persdetail?persId=447095	200	Klik	21-02-1979	London		
447105	Rene Pluijm	Rene	 	Pluijm	https://www.literatuurplein.nl/detail/persoon/rene-pluijm/447105	http://web.archive.org/web/20191129163804/https://www.literatuurplein.nl/detail/persoon/rene-pluijm/447105	200	Klik				
447348	Annelies Beck	Annelies		Beck	https://www.literatuurplein.nl/persdetail?persId=447348	http://web.archive.org/web/20191205204316/https://www.literatuurplein.nl/persdetail?persId=447348	200	Klik	25-06-1973	Aalst		
447378	Charles Portis	Charles		Portis	https://www.literatuurplein.nl/persdetail?persId=447378	http://web.archive.org/web/20191205204332/https://www.literatuurplein.nl/persdetail?persId=447378	200	Klik	28-12-1933	El Dorado		
447458	Susan Van Dijk-Leefmans	Susan	van 	Dijk-Leefmans	https://www.literatuurplein.nl/detail/persoon/susan-van-dijk-leefmans/447458	http://web.archive.org/web/20191129170735/https://www.literatuurplein.nl/detail/persoon/susan-van-dijk-leefmans/447458	200	Klik				
447486	Daniëlle De Jong	Daniëlle	de	Jong	https://www.literatuurplein.nl/persdetail?persId=447486	http://web.archive.org/web/20191205204348/https://www.literatuurplein.nl/persdetail?persId=447486	200	Klik	27-05-1979			
447514	Jay Asher	Jay	 	Asher	https://www.literatuurplein.nl/detail/persoon/jay-asher/447514	http://web.archive.org/web/20191129140342/https://www.literatuurplein.nl/detail/persoon/jay-asher/447514	200	Klik				
447548	J. Blaauw	J.		Blaauw	https://www.literatuurplein.nl/persdetail?persId=447548	http://web.archive.org/web/20191205204405/https://www.literatuurplein.nl/persdetail?persId=447548	200	Klik	12-05-1937	Amsterdam		
447574	Rob Waumans	Rob		Waumans	https://www.literatuurplein.nl/persdetail?persId=447574	http://web.archive.org/web/20191205204422/https://www.literatuurplein.nl/persdetail?persId=447574	200	Klik	02-05-1977			
447643	Nele Neuhaus	Nele	 	Neuhaus	https://www.literatuurplein.nl/detail/persoon/nele-neuhaus/447643	http://web.archive.org/web/20191129153325/https://www.literatuurplein.nl/detail/persoon/nele-neuhaus/447643	200	Klik				
447684	André Aleman	André		Aleman	https://www.literatuurplein.nl/persdetail?persId=447684	http://web.archive.org/web/20191205204438/https://www.literatuurplein.nl/persdetail?persId=447684	200	Klik	1975	Leiden		
447833	Karola Pezarro	Karola		Pezarro	https://www.literatuurplein.nl/persdetail?persId=447833	http://web.archive.org/web/20191205204454/https://www.literatuurplein.nl/persdetail?persId=447833	200	Klik	26-10-1955	Den Haag		
447835	Melanie Brockamp	Melanie	 	Brockamp	https://www.literatuurplein.nl/detail/persoon/melanie-brockamp/447835	http://web.archive.org/web/20191129152037/https://www.literatuurplein.nl/detail/persoon/melanie-brockamp/447835	200	Klik				
447886	Linda Jansma	Linda	 	Jansma	https://www.literatuurplein.nl/detail/persoon/linda-jansma/447886	http://web.archive.org/web/20191129144827/https://www.literatuurplein.nl/detail/persoon/linda-jansma/447886	200	Klik				
447939	Erik Schilp	Erik		Schilp	https://www.literatuurplein.nl/persdetail?persId=447939	http://web.archive.org/web/20191205204510/https://www.literatuurplein.nl/persdetail?persId=447939	200	Klik	02-01-1967	Sydney		
447948	Massih Hutak	Massih		Hutak	https://www.literatuurplein.nl/persdetail?persId=447948	http://web.archive.org/web/20191205204527/https://www.literatuurplein.nl/persdetail?persId=447948	200	Klik	1992	Afghanistan		
448339	Irma Joubert	Irma	 	Joubert	https://www.literatuurplein.nl/detail/persoon/irma-joubert/448339	http://web.archive.org/web/20191129135147/https://www.literatuurplein.nl/detail/persoon/irma-joubert/448339	200	Klik				
448397	Geerat Vermeij	Geerat		Vermeij	https://www.literatuurplein.nl/persdetail?persId=448397	http://web.archive.org/web/20191205204543/https://www.literatuurplein.nl/persdetail?persId=448397	200	Klik	28-09-1945	Sappemeer		
448674	Simone De Jong	Simone	de 	Jong	https://www.literatuurplein.nl/detail/persoon/simone-de-jong/448674	http://web.archive.org/web/20191129170022/https://www.literatuurplein.nl/detail/persoon/simone-de-jong/448674	200	Klik				
448679	Lillian Van T Hullenaar	Lillian	van 't	Hullenaar	https://www.literatuurplein.nl/detail/persoon/lillian-van-t-hullenaar-doppen/448679	http://web.archive.org/web/20191129144751/https://www.literatuurplein.nl/detail/persoon/lillian-van-t-hullenaar-doppen/448679	200	Klik				
448773	Morgan Matson	Morgan		Matson	https://www.literatuurplein.nl/persdetail?persId=448773	http://web.archive.org/web/20191205204559/https://www.literatuurplein.nl/persdetail?persId=448773	200	Klik	19-09-1981	New York City		
449007	Shri Mataji Nirmala Devi	Shri Mataji Nirmala		Devi	https://www.literatuurplein.nl/persdetail?persId=449007	http://web.archive.org/web/20191205204616/https://www.literatuurplein.nl/persdetail?persId=449007	200	Klik	21-03-1923	Chhindwara	23-02-2011	Genua
449066	Jessica De Jong	Jessica	de	Jong	https://www.literatuurplein.nl/persdetail?persId=449066	http://web.archive.org/web/20191205204632/https://www.literatuurplein.nl/persdetail?persId=449066	200	Klik	1971			
449077	Gilles Leroy	Gilles		Leroy	https://www.literatuurplein.nl/persdetail?persId=449077	http://web.archive.org/web/20191205204649/https://www.literatuurplein.nl/persdetail?persId=449077	200	Klik	1958			
449079	Eva Meijer	Eva		Meijer	https://www.literatuurplein.nl/persdetail?persId=449079	http://web.archive.org/web/20191205204705/https://www.literatuurplein.nl/persdetail?persId=449079	200	Klik	1980	Hoorn		
449259	Mariska Orbán	Mariska		Orbán	https://www.literatuurplein.nl/persdetail?persId=449259	http://web.archive.org/web/20191205204721/https://www.literatuurplein.nl/persdetail?persId=449259	200	Klik	1977	Gilze en Rijen		
449403	Evgenij Ivanovic Zamjatin	Evgenij Ivanovic		Zamjatin	https://www.literatuurplein.nl/persdetail?persId=449403	http://web.archive.org/web/20191205204737/https://www.literatuurplein.nl/persdetail?persId=449403	200	Klik	01-02-1884	Lebedjan	10-03-1937	Parijs
449404	Patricia Snel	Patricia		Snel	https://www.literatuurplein.nl/persdetail?persId=449404	http://web.archive.org/web/20191205204753/https://www.literatuurplein.nl/persdetail?persId=449404	200	Klik	1967	Gouda		
449453	Andy Mcnab	Andy	 	Mcnab	https://www.literatuurplein.nl/detail/persoon/andy-mcnab/449453	http://web.archive.org/web/20191129115956/https://www.literatuurplein.nl/detail/persoon/andy-mcnab/449453	200	Klik				
449500	J. Van Melle	J.	van	Melle	https://www.literatuurplein.nl/persdetail?persId=449500	http://web.archive.org/web/20191205204809/https://www.literatuurplein.nl/persdetail?persId=449500	200	Klik	11-02-1887	Goes	08-11-1953	Johannesburg
449673	Jeroen Mettes	Jeroen		Mettes	https://www.literatuurplein.nl/persdetail?persId=449673	http://web.archive.org/web/20191205204826/https://www.literatuurplein.nl/persdetail?persId=449673	200	Klik	24-03-1978	Eindhoven	21-09-2006	Den Haag
449800	Viveca Sten	Viveca		Sten	https://www.literatuurplein.nl/persdetail?persId=449800	http://web.archive.org/web/20191205204842/https://www.literatuurplein.nl/persdetail?persId=449800	200	Klik	18-06-1959	Stockholm		
449813	Vsevolod Garsjin	Vsevolod		Garsjin	https://www.literatuurplein.nl/persdetail?persId=449813	http://web.archive.org/web/20191205204858/https://www.literatuurplein.nl/persdetail?persId=449813	200	Klik	14-02-1855	Dnjepropetrovsk	05-04-1888	Sint-Petersburg
449847	Paul Scholten	Paul		Scholten	https://www.literatuurplein.nl/persdetail?persId=449847	http://web.archive.org/web/20191205204915/https://www.literatuurplein.nl/persdetail?persId=449847	200	Klik	1875		1946	
449931	Renske Jonkman	Renske		Jonkman	https://www.literatuurplein.nl/persdetail?persId=449931	http://web.archive.org/web/20191205204931/https://www.literatuurplein.nl/persdetail?persId=449931	200	Klik	1982			
449958	Barbara Pellizzari	Barbara	 	Pellizzari	https://www.literatuurplein.nl/detail/persoon/barbara-pellizzari/449958	http://web.archive.org/web/20191129121454/https://www.literatuurplein.nl/detail/persoon/barbara-pellizzari/449958	200	Klik				
450027	Jacques Janssen	Jacques		Janssen	https://www.literatuurplein.nl/persdetail?persId=450027	http://web.archive.org/web/20191205204947/https://www.literatuurplein.nl/persdetail?persId=450027	200	Klik	1940			
450028	Jacques Janssen	Jacques		Janssen	https://www.literatuurplein.nl/persdetail?persId=450028	http://web.archive.org/web/20191205205003/https://www.literatuurplein.nl/persdetail?persId=450028	200	Klik	1944			
450424	Olivia Laing	Olivia		Laing	https://www.literatuurplein.nl/persdetail?persId=450424	http://web.archive.org/web/20191205205019/https://www.literatuurplein.nl/persdetail?persId=450424	200	Klik	1977			
450462	Caroline Ligthart	Caroline		Ligthart	https://www.literatuurplein.nl/persdetail?persId=450462	http://web.archive.org/web/20191205205036/https://www.literatuurplein.nl/persdetail?persId=450462	200	Klik	1965			
450540	Sjoerd Veenman	Sjoerd	 	Veenman	https://www.literatuurplein.nl/detail/persoon/sjoerd-veenman/450540	http://web.archive.org/web/20191129170224/https://www.literatuurplein.nl/detail/persoon/sjoerd-veenman/450540	200	Klik				
450562	Steve Sem-Sandberg	Steve		Sem-Sandberg	https://www.literatuurplein.nl/persdetail?persId=450562	http://web.archive.org/web/20191205205052/https://www.literatuurplein.nl/persdetail?persId=450562	200	Klik	16-08-1958	Oslo		
450595	Sacha Sperling	Sacha		Sperling	https://www.literatuurplein.nl/persdetail?persId=450595	http://web.archive.org/web/20191205205108/https://www.literatuurplein.nl/persdetail?persId=450595	200	Klik	1990			
450724	Fred Van Lieburg	Fred	van	Lieburg	https://www.literatuurplein.nl/persdetail?persId=450724	http://web.archive.org/web/20191205205125/https://www.literatuurplein.nl/persdetail?persId=450724	200	Klik	1967			
450877	A.H.J. Dautzenberg	A.H.J.		Dautzenberg	https://www.literatuurplein.nl/persdetail?persId=450877	http://web.archive.org/web/20191205205141/https://www.literatuurplein.nl/persdetail?persId=450877	200	Klik	13-12-1967	Heerlen		
451068	Sjoerd De Vos	Sjoerd	de	Vos	https://www.literatuurplein.nl/persdetail?persId=451068	http://web.archive.org/web/20191205205157/https://www.literatuurplein.nl/persdetail?persId=451068	200	Klik	1948			
451092	Sake Jager	Sake		Jager	https://www.literatuurplein.nl/persdetail?persId=451092	http://web.archive.org/web/20191205205214/https://www.literatuurplein.nl/persdetail?persId=451092	200	Klik	1951			
451095	Gert Van Klinken	Gert	van	Klinken	https://www.literatuurplein.nl/persdetail?persId=451095	http://web.archive.org/web/20191205205230/https://www.literatuurplein.nl/persdetail?persId=451095	200	Klik	1960			
451152	Waltraud Hüsmert	Waltraud		Hüsmert	https://www.literatuurplein.nl/persdetail?persId=451152	http://web.archive.org/web/20191205205247/https://www.literatuurplein.nl/persdetail?persId=451152	200	Klik	1951			
451217	Willy Vlautin	Willy		Vlautin	https://www.literatuurplein.nl/persdetail?persId=451217	http://web.archive.org/web/20191205205303/https://www.literatuurplein.nl/persdetail?persId=451217	200	Klik	1967	Reno		
451252	Frank Kooman	Frank		Kooman	https://www.literatuurplein.nl/persdetail?persId=451252	http://web.archive.org/web/20191205205319/https://www.literatuurplein.nl/persdetail?persId=451252	200	Klik	19-10-1929	Den Haag	04-04-2011	Den Haag
451253	Thomas Weber	Thomas		Weber	https://www.literatuurplein.nl/persdetail?persId=451253	http://web.archive.org/web/20191205205335/https://www.literatuurplein.nl/persdetail?persId=451253	200	Klik	1974			
451255	Jaap Tigelaar	Jaap		Tigelaar	https://www.literatuurplein.nl/persdetail?persId=451255	http://web.archive.org/web/20191205205352/https://www.literatuurplein.nl/persdetail?persId=451255	200	Klik	1972			
451345	Ruth Gellersen	Ruth	 	Gellersen	https://www.literatuurplein.nl/detail/persoon/ruth-gellersen/451345	http://web.archive.org/web/20191129165223/https://www.literatuurplein.nl/detail/persoon/ruth-gellersen/451345	200	Klik				
451370	Ingrid Vang Nyman	Ingrid Vang		Nyman	https://www.literatuurplein.nl/persdetail?persId=451370	http://web.archive.org/web/20191205205408/https://www.literatuurplein.nl/persdetail?persId=451370	200	Klik	21-08-1916	Vejen	13-12-1959	Kopenhagen
451382	Helene Bakker	Helene	 	Bakker	https://www.literatuurplein.nl/detail/persoon/helene-bakker/451382	http://web.archive.org/web/20191129133549/https://www.literatuurplein.nl/detail/persoon/helene-bakker/451382	200	Klik				
451404	José-André Lacour	José-André		Lacour	https://www.literatuurplein.nl/persdetail?persId=451404	http://web.archive.org/web/20191205205424/https://www.literatuurplein.nl/persdetail?persId=451404	200	Klik	27-10-1919	Gilly	13-11-2005	Parijs
451423	Jim Harrison	Jim		Harrison	https://www.literatuurplein.nl/persdetail?persId=451423	http://web.archive.org/web/20191205205440/https://www.literatuurplein.nl/persdetail?persId=451423	200	Klik	11-12-1937	Grayling	26-03-2016	Patagonia
451427	Aat Van Gilst	Aat	van	Gilst	https://www.literatuurplein.nl/persdetail?persId=451427	http://web.archive.org/web/20191205205456/https://www.literatuurplein.nl/persdetail?persId=451427	200	Klik	1929			
451462	Béla Szondi	Béla		Szondi 	https://www.literatuurplein.nl/persdetail?persId=451462	http://web.archive.org/web/20191205205512/https://www.literatuurplein.nl/persdetail?persId=451462	200	Klik	1909		oktober 2007	Boedapest
451463	Jerzy Koch	Jerzy		Koch	https://www.literatuurplein.nl/persdetail?persId=451463	http://web.archive.org/web/20191205205528/https://www.literatuurplein.nl/persdetail?persId=451463	200	Klik	1958			
451673	Jennifer Peersmann	Jennifer		Peersmann	https://www.literatuurplein.nl/persdetail?persId=451673	http://web.archive.org/web/20191205205544/https://www.literatuurplein.nl/persdetail?persId=451673	200	Klik	11-06-1969	Wassenaar		
451690	Alessandro Gatti	Alessandro	 	Gatti	https://www.literatuurplein.nl/detail/persoon/alessandro-gatti/451690	http://web.archive.org/web/20191129115541/https://www.literatuurplein.nl/detail/persoon/alessandro-gatti/451690	200	Klik				
452379	Loden Vogel	Loden		Vogel	https://www.literatuurplein.nl/persdetail?persId=452379	http://web.archive.org/web/20191205205601/https://www.literatuurplein.nl/persdetail?persId=452379	200	Klik	25-12-1920	Amsterdam	14-04-2011	
452444	Eveline Vreeburg	Eveline		Vreeburg	https://www.literatuurplein.nl/persdetail?persId=452444	http://web.archive.org/web/20191205205617/https://www.literatuurplein.nl/persdetail?persId=452444	200	Klik	1984			
452693	Tracy Letts	Tracy		Letts	https://www.literatuurplein.nl/persdetail?persId=452693	http://web.archive.org/web/20191205205633/https://www.literatuurplein.nl/persdetail?persId=452693	200	Klik	04-07-1965	Tulsa		
452735	Rosee Bentana	Rosee	 	Bentana	https://www.literatuurplein.nl/detail/persoon/rosee-bentana/452735	http://web.archive.org/web/20191129165024/https://www.literatuurplein.nl/detail/persoon/rosee-bentana/452735	200	Klik				
452893	Machteld Kruijssen	Machteld	 	Kruijssen	https://www.literatuurplein.nl/detail/persoon/machteld-kruijssen/452893	http://web.archive.org/web/20191129145816/https://www.literatuurplein.nl/detail/persoon/machteld-kruijssen/452893	200	Klik				
452933	Rita Monaldi	Rita		Monaldi	https://www.literatuurplein.nl/persdetail?persId=452933	http://web.archive.org/web/20191205205650/https://www.literatuurplein.nl/persdetail?persId=452933	200	Klik	1966			
452934	Francesco Sorti	Francesco		Sorti	https://www.literatuurplein.nl/persdetail?persId=452934	http://web.archive.org/web/20191205205706/https://www.literatuurplein.nl/persdetail?persId=452934	200	Klik	1964			
453030	Baja Lombaers	Baja	 	Lombaers	https://www.literatuurplein.nl/detail/persoon/baja-lombaers/453030	http://web.archive.org/web/20191129121422/https://www.literatuurplein.nl/detail/persoon/baja-lombaers/453030	200	Klik				
453048	Michaël Vandebril	Michaël		Vandebril	https://www.literatuurplein.nl/persdetail?persId=453048	http://web.archive.org/web/20191205205722/https://www.literatuurplein.nl/persdetail?persId=453048	200	Klik	1972			
453049	Saskia Goldschmidt	Saskia		Goldschmidt	https://www.literatuurplein.nl/persdetail?persId=453049	http://web.archive.org/web/20191205205738/https://www.literatuurplein.nl/persdetail?persId=453049	200	Klik	1954	Amsterdam		
453074	Cynthia Mcleod	Cynthia		Mcleod	https://www.literatuurplein.nl/persdetail?persId=453074	http://web.archive.org/web/20191205205755/https://www.literatuurplein.nl/persdetail?persId=453074	200	Klik	04-10-1936	Paramaribo		
453242	Valeria Luiselli	Valeria		Luiselli	https://www.literatuurplein.nl/persdetail?persId=453242	http://web.archive.org/web/20191205205811/https://www.literatuurplein.nl/persdetail?persId=453242	200	Klik	16-08-1983	Mexico City		
453398	Tanja Fraai	Tanja		Fraai	https://www.literatuurplein.nl/persdetail?persId=453398	http://web.archive.org/web/20191205205827/https://www.literatuurplein.nl/persdetail?persId=453398	200	Klik	1971			
453436	Maarten Hageman	Maarten		Hageman	https://www.literatuurplein.nl/persdetail?persId=453436	http://web.archive.org/web/20191205205843/https://www.literatuurplein.nl/persdetail?persId=453436	200	Klik	1958			
453674	Walter Stolz	Walter		Stolz	https://www.literatuurplein.nl/persdetail?persId=453674	http://web.archive.org/web/20191205205900/https://www.literatuurplein.nl/persdetail?persId=453674	200	Klik	20-08-1938	Erfurt	31-07-2017	Loenersloot
453724	Gerard Keller	Gerard		Keller	https://www.literatuurplein.nl/persdetail?persId=453724	http://web.archive.org/web/20191205205916/https://www.literatuurplein.nl/persdetail?persId=453724	200	Klik	13-02-1829	Gouda	10-01-1899	Arnhem
453725	Téa Obreht	Téa		Obreht	https://www.literatuurplein.nl/persdetail?persId=453725	http://web.archive.org/web/20191205205932/https://www.literatuurplein.nl/persdetail?persId=453725	200	Klik	30-09-1985	Belgrado		
453981	Mieke Van Oyen	Mieke	van	Oyen	https://www.literatuurplein.nl/persdetail?persId=453981	http://web.archive.org/web/20191205205948/https://www.literatuurplein.nl/persdetail?persId=453981	200	Klik	27-05-1923	Semarang	12-09-2000	Arnhem
453982	Catharina Bronsveld	Catharina		Bronsveld	https://www.literatuurplein.nl/persdetail?persId=453982	http://web.archive.org/web/20191205210005/https://www.literatuurplein.nl/persdetail?persId=453982	200	Klik	10-11-1863	Ophemert	20-02-1944	Bilthoven
454144	W.J.C. Buitendijk	W.J.C.		Buitendijk	https://www.literatuurplein.nl/persdetail?persId=454144	http://web.archive.org/web/20191205210022/https://www.literatuurplein.nl/persdetail?persId=454144	200	Klik	1906		1981	
454365	Rutger Bregman	Rutger		Bregman	https://www.literatuurplein.nl/persdetail?persId=454365	http://web.archive.org/web/20191205210038/https://www.literatuurplein.nl/persdetail?persId=454365	200	Klik	26-04-1988	Westerschouwen		
454420	Frederic H Martini	Frederic H	 	Martini	https://www.literatuurplein.nl/detail/persoon/frederic-h-martini/454420	http://web.archive.org/web/20191129131433/https://www.literatuurplein.nl/detail/persoon/frederic-h-martini/454420	200	Klik				
454464	Anne Delaflotte Mehdevi	Anne		Delaflotte Mehdevi	https://www.literatuurplein.nl/persdetail?persId=454464	http://web.archive.org/web/20191205210054/https://www.literatuurplein.nl/persdetail?persId=454464	200	Klik	1967	Auxerre		
454489	Stéphane Hessel	Stéphane		Hessel	https://www.literatuurplein.nl/persdetail?persId=454489	http://web.archive.org/web/20191205210110/https://www.literatuurplein.nl/persdetail?persId=454489	200	Klik	20-10-1917	Berlijn	26-02-2013	Parijs
454600	Wolfgang Herrndorf	Wolfgang		Herrndorf	https://www.literatuurplein.nl/persdetail?persId=454600	http://web.archive.org/web/20191205210127/https://www.literatuurplein.nl/persdetail?persId=454600	200	Klik	12-06-1965	Hamburg	26-08-2013	Berlijn
454625	Henk Nellen	Henk		Nellen	https://www.literatuurplein.nl/persdetail?persId=454625	http://web.archive.org/web/20191205210143/https://www.literatuurplein.nl/persdetail?persId=454625	200	Klik	01-01-1949			
454626	Wim Vroom	Wim		Vroom	https://www.literatuurplein.nl/persdetail?persId=454626	http://web.archive.org/web/20191205210200/https://www.literatuurplein.nl/persdetail?persId=454626	200	Klik	19-05-1930	Amsterdam	30-08-2019	Bergen
454699	David Linden	David		Linden	https://www.literatuurplein.nl/persdetail?persId=454699	http://web.archive.org/web/20191205210216/https://www.literatuurplein.nl/persdetail?persId=454699	200	Klik	03-11-1961	Los Angeles		
454822	Boris Pahor	Boris		Pahor	https://www.literatuurplein.nl/persdetail?persId=454822	http://web.archive.org/web/20191205210235/https://www.literatuurplein.nl/persdetail?persId=454822	200	Klik	26-08-1913	Triëst		
454930	Harry Bernstein	Harry		Bernstein	https://www.literatuurplein.nl/persdetail?persId=454930	http://web.archive.org/web/20191205210251/https://www.literatuurplein.nl/persdetail?persId=454930	200	Klik	30-05-1910	Stockport	03-06-2011	Brooklyn
455269	James Worthy	James	 	Worthy	https://www.literatuurplein.nl/detail/persoon/james-worthy/455269	http://web.archive.org/web/20191129135648/https://www.literatuurplein.nl/detail/persoon/james-worthy/455269	200	Klik				
455274	Marin Mars	Marin	 	Mars	https://www.literatuurplein.nl/detail/persoon/marin-mars/455274	http://web.archive.org/web/20191129150846/https://www.literatuurplein.nl/detail/persoon/marin-mars/455274	200	Klik				
455292	Linda Van Rijn	Linda	van 	Rijn	https://www.literatuurplein.nl/detail/persoon/linda-van-rijn/455292	http://web.archive.org/web/20191129144859/https://www.literatuurplein.nl/detail/persoon/linda-van-rijn/455292	200	Klik				
455388	Tobias Van Gent	Tobias	van	Gent	https://www.literatuurplein.nl/persdetail?persId=455388	http://web.archive.org/web/20191205210307/https://www.literatuurplein.nl/persdetail?persId=455388	200	Klik	1967			
455581	Bob Spaak	Bob		Spaak	https://www.literatuurplein.nl/persdetail?persId=455581	http://web.archive.org/web/20191205210323/https://www.literatuurplein.nl/persdetail?persId=455581	200	Klik	11-09-1917	Amsterdam	12-06-2011	Nieuw-Loosdrecht
455642	Rypke Sierksma	Rypke		Sierksma	https://www.literatuurplein.nl/persdetail?persId=455642	http://web.archive.org/web/20191205210340/https://www.literatuurplein.nl/persdetail?persId=455642	200	Klik	1946			
455691	Toyo Shibata	Toyo		Shibata	https://www.literatuurplein.nl/persdetail?persId=455691	http://web.archive.org/web/20191205210356/https://www.literatuurplein.nl/persdetail?persId=455691	200	Klik	26-06-1911		20-01-2013	Utsunomiya
455707	Sidney Vollmer	Sidney		Vollmer	https://www.literatuurplein.nl/persdetail?persId=455707	http://web.archive.org/web/20191205210412/https://www.literatuurplein.nl/persdetail?persId=455707	200	Klik	1983			
455710	Leo Santbergen	Leo		Santbergen	https://www.literatuurplein.nl/persdetail?persId=455710	http://web.archive.org/web/20191205210428/https://www.literatuurplein.nl/persdetail?persId=455710	200	Klik	1967			
455833	Steven Van Watermeulen	Steven		Van Watermeulen	https://www.literatuurplein.nl/persdetail?persId=455833	http://web.archive.org/web/20191205210445/https://www.literatuurplein.nl/persdetail?persId=455833	200	Klik	1968			
455841	Eugenio Corti	Eugenio		Corti	https://www.literatuurplein.nl/persdetail?persId=455841	http://web.archive.org/web/20191205210501/https://www.literatuurplein.nl/persdetail?persId=455841	200	Klik	21-01-1921	Besana in Brianza	04-02-2014	
455918	Arno Kuipers	Arno		Kuipers	https://www.literatuurplein.nl/persdetail?persId=455918	http://web.archive.org/web/20191205210517/https://www.literatuurplein.nl/persdetail?persId=455918	200	Klik	1970			
456055	Tahmina Akefi	Tahmina		Akefi	https://www.literatuurplein.nl/persdetail?persId=456055	http://web.archive.org/web/20191205210534/https://www.literatuurplein.nl/persdetail?persId=456055	200	Klik	1983			
456086	Kees Van Der Leer	Kees	van der	Leer	https://www.literatuurplein.nl/persdetail?persId=456086	http://web.archive.org/web/20191205210552/https://www.literatuurplein.nl/persdetail?persId=456086	200	Klik	1944			
456399	Martine Fokkens	Martine		Fokkens	https://www.literatuurplein.nl/persdetail?persId=456399	http://web.archive.org/web/20191205210608/https://www.literatuurplein.nl/persdetail?persId=456399	200	Klik	1941-1942			
456400	Louise Fokkens	Louise		Fokkens	https://www.literatuurplein.nl/persdetail?persId=456400	http://web.archive.org/web/20191205210624/https://www.literatuurplein.nl/persdetail?persId=456400	200	Klik	1941-1942			
456402	Marianne Zwagerman	Marianne		Zwagerman	https://www.literatuurplein.nl/persdetail?persId=456402	http://web.archive.org/web/20191205210640/https://www.literatuurplein.nl/persdetail?persId=456402	200	Klik	1969	Nederhorst den Berg		
456515	Dolph Blusse-Van Oud-Alblas	Dolph	 	Blusse-Van  Oud-Alblas	https://www.literatuurplein.nl/detail/persoon/dolph-blusse-van-oud-alblas/456515	http://web.archive.org/web/20191129124941/https://www.literatuurplein.nl/detail/persoon/dolph-blusse-van-oud-alblas/456515	200	Klik				
456545	Chinouk Thijssen	Chinouk	 	Thijssen	https://www.literatuurplein.nl/detail/persoon/chinouk-thijssen/456545	http://web.archive.org/web/20191129123220/https://www.literatuurplein.nl/detail/persoon/chinouk-thijssen/456545	200	Klik				
456648	Ursula Poznanski	Ursula		Poznanski	https://www.literatuurplein.nl/persdetail?persId=456648	http://web.archive.org/web/20191205210656/https://www.literatuurplein.nl/persdetail?persId=456648	200	Klik	1968	Wenen		
456841	Ravelli	Ravelli	 		https://www.literatuurplein.nl/detail/persoon/ravelli/456841	http://web.archive.org/web/20191129163543/https://www.literatuurplein.nl/detail/persoon/ravelli/456841	200	Klik				
456874	Ben Kane	Ben	 	Kane	https://www.literatuurplein.nl/detail/persoon/ben-kane/456874	http://web.archive.org/web/20191129121813/https://www.literatuurplein.nl/detail/persoon/ben-kane/456874	200	Klik				
456887	Peter Zantingh	Peter		Zantingh	https://www.literatuurplein.nl/persdetail?persId=456887	http://web.archive.org/web/20191205210712/https://www.literatuurplein.nl/persdetail?persId=456887	200	Klik	09-03-1983	Heerhugowaard		
456888	Sandra Heerma Van Voss	Sandra		Heerma Van Voss	https://www.literatuurplein.nl/persdetail?persId=456888	http://web.archive.org/web/20191205210729/https://www.literatuurplein.nl/persdetail?persId=456888	200	Klik	1972			
457094	Saskia Maaskant	Saskia		Maaskant	https://www.literatuurplein.nl/persdetail?persId=457094	http://web.archive.org/web/20191205210745/https://www.literatuurplein.nl/persdetail?persId=457094	200	Klik	06-04-1981	Zierikzee		
457123	Lydia Davis	Lydia		Davis	https://www.literatuurplein.nl/persdetail?persId=457123	http://web.archive.org/web/20191205210801/https://www.literatuurplein.nl/persdetail?persId=457123	200	Klik	15-07-1947	Northampton		
457203	Jan Juffermans	Jan		Juffermans	https://www.literatuurplein.nl/persdetail?persId=457203	http://web.archive.org/web/20191205210817/https://www.literatuurplein.nl/persdetail?persId=457203	200	Klik	22-05-1945	Oegstgeest		
457229	Jón Kalman Stefánsson	Jón Kalman		Stefánsson	https://www.literatuurplein.nl/persdetail?persId=457229	http://web.archive.org/web/20191205210834/https://www.literatuurplein.nl/persdetail?persId=457229	200	Klik	17-12-1963	Reykjavik		
457450	Lode Roelandt	Lode		Roelandt	https://www.literatuurplein.nl/persdetail?persId=457450	http://web.archive.org/web/20191205210850/https://www.literatuurplein.nl/persdetail?persId=457450	200	Klik	1902		1979	
457451	H.B. Jassin	H.B.		Jassin	https://www.literatuurplein.nl/persdetail?persId=457451	http://web.archive.org/web/20191205210906/https://www.literatuurplein.nl/persdetail?persId=457451	200	Klik	13-07-1917	Gorontalo	11-03-2000	Jakarta
